Layer,Head,Impact,SNR,P_val
23,13,0.0,-0.4242842339233959,1.0
23,14,0.0,-0.4443729157079593,1.0
23,15,0.0,-0.2161893953952687,0.9999999999927852
23,17,0.008811850280267618,-0.22109273939552873,0.9999999999974567
23,18,0.0,-0.647386168092191,1.0
23,19,0.07604304259151777,0.8286521411020311,7.847114510248482e-116
24,0,0.0,-0.5918352503163957,1.0
24,1,0.04175099270555993,0.8163230080388595,3.33300997589965e-113
24,2,0.0,-0.15884901968698953,0.999999695344799
24,3,0.043560342373165827,0.4636141813602873,1.739173847961621e-44
24,4,0.03888352051690762,0.3402588621672135,6.677136975275623e-26
24,5,0.0,-0.3485824194166894,1.0
24,6,0.006101693965558636,-1.9287043813401867,1.0
24,7,0.021911331168952334,-0.2640938453214821,0.9999999999999999
24,8,0.0,-0.6485725194767306,1.0
24,9,0.10759941579039452,3.1401936660594356,0.0
24,10,0.0,-0.39743561297823654,1.0
24,11,0.0,-0.4666661934716823,1.0
24,12,0.006568064606720254,-1.093419463923782,1.0
24,13,0.0,-0.5052747256377335,1.0
24,14,0.0,-0.42907920979697184,1.0
24,15,0.0,-0.40813735280640523,1.0
24,16,0.031357497029461785,0.15773622189383738,3.640297678578731e-07
24,17,0.03894085645582141,0.37901484957136516,2.6958226821697983e-31
24,18,0.0,-0.2406691812052636,0.9999999999999676
24,19,0.0,-0.44608108632957194,1.0
25,0,0.0,-0.5517061821008276,1.0
25,1,0.14912726251255712,1.49687839419968,1.319914664744938e-257
25,2,0.0,-0.602004218449218,1.0
25,3,0.2321622112058103,3.944811292714478,0.0
25,4,0.0,-0.1817456835549446,0.9999999938818375
25,5,0.0,-0.2657916658267689,0.9999999999999999
25,6,0.0,-0.42465972164940197,1.0
25,7,0.0,-0.5854260841439811,1.0
25,8,0.0063085409575561625,-0.8021464589499996,1.0
25,9,0.0,-0.17577718489038918,0.9999999822807113
25,10,0.04145724366555543,0.6405919249567195,5.998328522453935e-77
25,11,0.024459113122960497,0.0338003535693303,0.14281567657315647
25,12,0.0,-0.3692493220516665,1.0
25,13,0.06315366377179395,1.4406285828579484,3.010228411299077e-246
25,14,0.007246377427103832,-0.41636037617473065,1.0
25,15,0.0,-0.24438625126519817,0.9999999999999863
25,16,0.03077467853786284,1.0266211832535024,1.278623842465772e-158
25,17,0.0,-0.16012815380508713,0.9999997520704664
25,18,0.0,-0.705635564362053,1.0
25,19,0.030873083542322752,0.13984996603123984,5.4690234115974165e-06
26,0,0.0,-0.22356002529675784,0.9999999999985065
26,1,0.06124865204705255,0.31642611955314653,8.257426401666253e-23
26,2,0.07497158845656418,2.610898942001377,0.0
26,3,0.07601190676672753,3.803476987809517,0.0
26,4,0.024791657979819973,0.16912812408454278,5.582756292490248e-08
26,5,0.02395896648436391,0.03510611602245028,0.13371973483378344
26,6,0.03217359364526286,1.6697197741601493,1.7934812894735114e-291
26,7,0.01774124379375212,-0.09815348885024662,0.9990130332361842
26,8,0.045694586380820836,0.6866095792710016,3.638563522266461e-86
26,9,0.0,-0.39702988695967445,1.0
26,10,0.011981310490817168,-0.5849030934613548,1.0
26,11,0.03804262891129169,1.2118490686932348,1.5356081287780887e-198
26,12,0.0,-0.48315666179681405,1.0
26,13,0.09522358269795407,1.7411660298350824,5.291946972437299e-305
26,14,0.03303902102650041,1.914921332694099,0.0
26,15,0.0,-0.40561945956367673,1.0
26,16,0.0,-0.672249055263036,1.0
26,17,0.0,-0.6059945285869106,1.0
26,18,0.0,-0.3102055760397692,1.0
26,19,0.013081583992630676,-0.15669827054199198,0.9999995706307653
27,0,0.0,-0.5912129112945378,1.0
27,1,0.0473524550301365,1.4302662765363685,3.874771974273079e-244
27,2,0.0,-0.5192207732926363,1.0
27,3,0.00990266412606983,-1.2168918651379363,1.0
27,4,0.04976115052926163,2.3524157983560796,0.0
27,5,0.05866280739931119,2.1525053279289597,0.0
27,6,0.023310975987326718,0.008480883482162443,0.39435617712991644
27,7,0.02619319688369581,0.3905262161303548,5.568341024059875e-33
27,8,0.018933891041690933,-0.367355282847442,1.0
27,9,0.0,-0.3723999395284766,1.0
27,10,0.021379737643006342,-0.6064327392518054,1.0
27,11,0.05125194388405327,1.7261750834375984,3.4636771463546e-302
27,12,0.09320275976542186,2.6289017334880462,0.0
27,13,0.016234522714812242,-0.17648550390558387,0.9999999843558671
27,14,0.004404672604284771,-0.6878350733340477,1.0
27,15,0.0,-0.8209487262491193,1.0
27,16,0.0,-0.43766205562842975,1.0
27,17,0.03950920080233747,0.45213505422972067,1.3625522823885072e-42
27,18,0.027266317245609906,0.14167893436512508,4.200592761629302e-06
27,19,0.06528671736613062,1.7915070822370265,0.0
28,0,0.05767740424302296,1.0359778516748837,1.191428789543571e-160
28,1,0.0,-0.2403061943172689,0.9999999999999648
28,2,0.02726625567112588,0.4648797231675315,1.0707141713915042e-44
28,3,0.007463767281510906,-0.5747567878518646,1.0
28,4,0.051928527889618575,2.1885816486552834,0.0
28,5,0.008813981069461059,-0.5695374730388468,1.0
28,6,0.0,-0.8187753116380707,1.0
28,7,0.0,-0.3628261806871421,1.0
28,8,0.0,-0.6676895112715254,1.0
28,9,0.0,-0.4027583613616254,1.0
28,10,0.030093093220615465,0.7205173565848592,4.212017214565963e-93
28,11,0.04302732426743454,1.4880813264914945,7.696230143526336e-256
28,12,0.027058537287571478,0.17273879408196918,3.0082011603423034e-08
28,13,0.0,-0.23533019188021148,0.9999999999998902
28,14,0.0,-0.1851287722635518,0.999999996697764
28,15,0.03103466454579077,0.1934247968221916,6.977077417978874e-10
28,16,0.0210134198125462,-0.13613864890052393,0.9999907439145551
28,17,0.07851759155738974,1.3671972159270793,3.468753199889994e-231
28,18,0.02660999147602988,1.4716029809749938,1.6010893215432443e-252
28,19,0.0072457522287538885,-0.4546812389762392,1.0
29,0,0.0,-0.46273247492569447,1.0
29,2,0.032834875065560036,0.34199564584062536,3.9119523148744433e-26
29,3,0.03239319103590018,0.8188358080619539,9.723239900473478e-114
29,4,0.034063920948259656,1.0271895961160176,9.624182254370364e-159
29,5,0.023744415958156927,-0.028249382533975825,0.8139310009828755
29,6,0.0,-0.33182087369598945,1.0
29,7,0.0,-0.7235413403169668,1.0
29,8,0.05894725225057327,0.9321820054542187,4.001613484903536e-138
29,9,0.03636560513704579,1.2427937868314272,4.051483954112136e-205
29,10,0.02407512523803698,-0.05174116782391862,0.9488579007714428
29,11,0.024674759581055934,0.12897202486487894,2.468401282528481e-05
29,12,0.0,-0.7692098371542797,1.0
29,13,0.0,-0.47873337887153455,1.0
29,15,0.0,-0.20892030730447106,0.999999999967401
29,16,0.0,-0.516519533430221,1.0
29,17,0.045393704222009966,1.5079905461082066,7.867225903912509e-260
29,18,0.0,-1.6617563257365724,1.0
29,19,0.027237906238161406,0.28965201575337307,1.495681123929787e-19
30,0,0.0,-0.7360130666977086,1.0
30,1,0.0,-0.32194954683061117,1.0
30,2,0.026319463967128337,0.09008981311057467,0.0022485994541272566
30,3,0.01969121994800397,-0.18503635082492695,0.9999999966412142
30,5,0.0,-0.34501673474769495,1.0
30,6,0.018517606934231576,-0.44566361296028173,1.0
30,7,0.023922587237906454,-0.002161104660271449,0.5272221222710307
30,8,0.0,-0.533654976768599,1.0
30,9,0.0,-0.4708015455871163,1.0
30,10,0.031789536144614265,0.45422683527657365,6.187336655925226e-43
30,11,0.03736667581502078,0.8088527873281077,1.292578980860338e-111
30,12,0.04583470621104637,1.9494356598543112,0.0
30,13,0.0,-0.3701285794873081,1.0
30,14,0.029864287961017977,0.7466905757390756,1.5812105678614635e-98
30,15,0.026405413124730732,0.6592937332103328,1.153343317431612e-80
30,16,0.045947680213495046,1.3567581077568172,5.034533023548058e-229
30,17,0.03868703313772196,2.573648230116895,0.0
30,18,0.0,-0.19278413930989785,0.9999999992116138
30,19,0.025671824466698506,0.23293114948689791,1.887333258121211e-13
31,0,0.02648216518601864,0.07238734972750671,0.011174487129763945
31,1,0.02626070645304275,0.08730072787865109,0.0029491138917957563
31,2,0.07848193959734608,2.830444817095082,0.0
31,3,0.023621012810270525,-0.19590920655562621,0.9999999995670621
31,4,0.0,-0.5092034678895746,1.0
31,5,0.024708143538633254,0.14485995717058667,2.635590304541651e-06
