Layer,Head,Impact,SNR,P_val
31,6,0.01184768117100538,-0.9101013098115766,1.0
31,8,0.028517323059055324,0.48433941002594927,5.560585459654958e-48
31,9,0.03431163267457725,0.8634042416600318,2.8205199303705862e-123
31,10,0.0,-0.731843380563102,1.0
31,12,0.05477468079678294,1.766791078222534,8.67823073353757e-310
31,13,0.028209908578765,1.8310810967558824,0.0
31,14,0.028899610759058055,0.6121196224275485,2.2324509999128056e-71
31,15,0.021455626288172793,-0.1704256211554881,0.9999999552363578
31,16,0.037830247433485516,1.4488393893823308,6.467624211502664e-248
31,17,0.0,-0.7558947852210637,1.0
31,18,0.018820002401648262,-0.4182985384519444,1.0
31,19,0.0,-0.5864663711879956,1.0
32,0,0.0,-0.5523377846113412,1.0
32,1,0.019270211196445924,-0.4097837182465043,1.0
32,2,0.0,-0.35307235067592874,1.0
32,3,0.0,-0.4917739166351583,1.0
32,4,0.08257375538518533,1.6447924024551062,1.095023074045631e-286
32,6,0.0,-0.42911518459375314,1.0
32,7,0.09467924822107979,2.161564464983889,0.0
32,9,0.04209546224662114,2.0562420704625377,0.0
32,10,0.012323667210174043,-0.5188688878947815,1.0
32,11,0.0,-0.5463414942963283,1.0
32,12,0.0,-1.5308591852517737,1.0
32,13,0.0,-1.2005850249709507,1.0
32,14,0.0,-0.7325319891972584,1.0
32,15,0.009842650757851625,-1.2671055934502744,1.0
32,16,0.0,-0.21727745869493564,0.9999999999942654
32,17,0.07873643420412144,2.013473835651739,0.0
32,18,0.0,-0.6297474901370017,1.0
32,19,0.0,-0.4872586223238026,1.0
